generation,average_attacker_reward,average_attack_leakage,average_sla_violations,attack_type_distribution,attacker_id,archive_reason,diversity_score_to_archive
3,0.4991850630392631,0.6721517388323943,32.0,"[0.536, 0.15333333333333332, 0.256, 0.05466666666666667, 0]",ad88df03,pareto_nondominated,0.0
4,0.49580667992929617,0.6732066900332768,31.0,"[0.546, 0.156, 0.23533333333333334, 0.06266666666666666, 0]",841a8ea8,pareto_nondominated,0.0
4,0.49472237229347227,0.6827223819941283,32.333333333333336,"[0.5553333333333333, 0.16866666666666666, 0.22, 0.056, 0]",e160446f,pareto_nondominated,0.0
1,0.4919238920261462,0.6665905701816082,33.666666666666664,"[0.5326666666666666, 0.15666666666666668, 0.24933333333333332, 0.06133333333333333, 0]",8305f618,pareto_nondominated,0.0
3,0.491852115308245,0.6718187927951416,32.666666666666664,"[0.5506666666666666, 0.156, 0.23266666666666666, 0.06066666666666667, 0]",a58a176e,pareto_nondominated,0.0
2,0.4900227732757727,0.6625394498258829,32.666666666666664,"[0.54, 0.168, 0.23133333333333334, 0.06066666666666667, 0]",ac90d9e6,pareto_nondominated,0.0
2,0.4888474622766177,0.6636474727044502,34.0,"[0.538, 0.16133333333333333, 0.24, 0.06066666666666667, 0]",691421c6,pareto_nondominated,0.0
0,0.48792093324661256,0.6617042778680722,34.666666666666664,"[0.532, 0.16066666666666668, 0.246, 0.06133333333333333, 0]",e171fece,pareto_nondominated,1.0
