Experiment,Seed,Robustness_Score,Robustness_Score_01
Static_NoShield,1,0.12154474569999998,0.5215447457
Static_NoShield,2,0.13717347002333327,0.5371734700233333
Adaptive_Shield_NoHoF,1,0.1964789177268725,0.5964789177268726
Adaptive_Shield_NoHoF,2,0.17324733217381208,0.5732473321738121
Adaptive_NoShield,1,0.12154474569999998,0.5215447457
Adaptive_NoShield,2,0.13717347002333327,0.5371734700233333
Adaptive_Shield_HoF_pareto_0.05,1,0.19120195358502548,0.5912019535850255
Adaptive_Shield_HoF_pareto_0.05,2,0.18657028550264224,0.5865702855026422
