Experiment,Seed,Final_SQ_Mean,Final_Leakage_Mean,sla_violation_count,total_eval_steps,sla_violation_rate,sla_budget_rate,sla_norm,Final_Shield_Repairs,Forgetting_Score,Robustness_Score
Adaptive_NoShield,1.5,0.9982905,0.9923073,5.833333333333333,500.0,0.011666666666666667,0.05,0.23333333333333334,0.0,0.2890246980449637,0.12935910786166663
Adaptive_Shield_HoF_pareto_0.05,1.5,0.98660035,0.6779645360137025,31.666666666666668,500.0,0.06333333333333334,0.05,1.0,116.66666666666669,0.006388919355968636,0.18888611954383386
Adaptive_Shield_NoHoF,1.5,0.9871286349999999,0.6874328101103504,31.166666666666664,500.0,0.06233333333333333,0.05,1.0,108.83333333333333,0.01119576664268973,0.1848631249503423
Static_NoShield,1.5,0.9982905,0.9923073,5.833333333333333,500.0,0.011666666666666667,0.05,0.23333333333333334,0.0,0.2885238304273367,0.12935910786166663
