Experiment,Seed,Final_SQ_Mean,Final_Leakage_Mean,sla_violation_count,total_eval_steps,sla_violation_rate,sla_budget_rate,sla_norm,Final_Shield_Repairs,Forgetting_Score,Robustness_Score
Adaptive_NoShield,2.0,0.9998002,0.99910081,0.7333333333333334,500.0,0.0014666666666666667,0.05000000000000001,0.029333333333333333,0.0,0.28520984367996216,0.14738139000599995
Adaptive_Shield_HoF_pareto_0.1,2.0,0.9997298499999999,0.8321861208677293,0.9333333333333335,500.0,0.0018666666666666669,0.05000000000000001,0.03733333333333333,0.13333333333333333,0.11735400575796763,0.2216613453853218
Adaptive_Shield_NoHoF,2.0,0.9996359866666666,0.49888809725443517,1.0666666666666667,500.0,0.002133333333333333,0.05000000000000001,0.042666666666666665,1.0666666666666667,-0.21707377618253235,0.3710698823571708
Static_NoShield,2.0,0.9998002,0.99910081,0.7333333333333334,500.0,0.0014666666666666667,0.05000000000000001,0.029333333333333333,0.0,0.2796628837075806,0.14738139000599995
